Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Payment Mode,Month,Year,Day,Profit Margin
ORD102902,2024-10-16,2024-10-18,CUST0041,Karan Verma,Consumer,Jaipur,Rajasthan,North,Technology,Laptop,Business Laptop,1212.07,9,0.2,24.24,Net Banking,October,2024,Wednesday,1.9998844951199186
ORD102903,2024-12-08,2024-12-14,CUST0096,Priya Verma,Consumer,Jaipur,Rajasthan,North,Technology,Accessories,Keyboard,3840.66,5,0.1,268.85,UPI,December,2024,Sunday,7.000098941327794
ORD102904,2024-01-02,2024-01-05,CUST0286,Vivaan Kumar,Consumer,Bengaluru,Karnataka,South,Office Supplies,Pen,Gel Pen Box,7465.99,2,0.2,149.32,Credit Card,January,2024,Tuesday,2.0000026788141962
ORD102905,2023-02-11,2023-02-12,CUST0185,Rahul Kumar,Corporate,Ahmedabad,Gujarat,West,Technology,Laptop,Business Laptop,7231.13,2,0.05,686.96,Credit Card,February,2023,Saturday,9.500036647107715
ORD102906,2023-10-10,2023-10-13,CUST0218,Rahul Kumar,Home Office,Kolkata,West Bengal,East,Furniture,Table,Study Table,9170.27,9,0.1,641.92,Credit Card,October,2023,Tuesday,7.000011995284762
ORD102907,2023-08-21,2023-08-22,CUST0185,Arjun Shah,Consumer,Delhi,Delhi,North,Furniture,Bookcase,Wooden Bookcase,5846.45,9,0.05,555.41,Cash,August,2023,Monday,9.499952962909115
ORD102908,2023-07-15,2023-07-17,CUST0022,Diya Singh,Consumer,Ahmedabad,Gujarat,West,Office Supplies,Pen,Gel Pen Box,590.23,7,0.05,56.07,Net Banking,July,2023,Saturday,9.499686562865325
ORD102909,2024-10-11,2024-10-15,CUST0487,Yash Desai,Consumer,Chennai,Tamil Nadu,South,Technology,Accessories,Wireless Mouse,6678.27,3,0.3,-200.35,Credit Card,October,2024,Friday,-3.0000284504819357
ORD102910,2024-01-25,2024-01-27,CUST0289,Karan Singh,Home Office,Jaipur,Rajasthan,North,Furniture,Table,Study Table,1360.24,7,0.0,163.23,Cash,January,2024,Thursday,12.00008821972593
ORD102911,2024-12-26,2024-12-28,CUST0276,Yash Kumar,Consumer,Lucknow,Uttar Pradesh,North,Furniture,Table,Study Table,7709.75,7,0.2,154.19,Credit Card,December,2024,Thursday,1.999935147054055
ORD102912,2024-11-12,2024-11-16,CUST0425,Karan Mehta,Consumer,Mumbai,Maharashtra,West,Office Supplies,Binder,Ring Binder,2006.58,8,0.1,140.46,Debit Card,November,2024,Tuesday,6.999970098376343
ORD102913,2024-04-22,2024-04-23,CUST0365,Neha Joshi,Home Office,Jaipur,Rajasthan,North,Office Supplies,Binder,Ring Binder,316.26,10,0.2,6.33,Cash,April,2024,Monday,2.0015177385695315
ORD102914,2023-10-30,2023-11-05,CUST0037,Sneha Desai,Consumer,Guwahati,Assam,East,Furniture,Table,Study Table,8335.1,8,0.05,791.83,UPI,October,2023,Monday,9.499946011445573
ORD102915,2023-06-20,2023-06-25,CUST0191,Rohan Desai,Home Office,Pune,Maharashtra,West,Furniture,Table,Study Table,2456.02,3,0.2,49.12,Debit Card,June,2023,Tuesday,1.9999837134876752
ORD102916,2023-09-19,2023-09-22,CUST0438,Priya Shah,Home Office,Ahmedabad,Gujarat,West,Technology,Accessories,Wireless Mouse,9125.06,8,0.2,182.5,Net Banking,September,2023,Tuesday,1.9999868494015385
ORD102917,2023-03-21,2023-03-25,CUST0274,Meera Singh,Consumer,Delhi,Delhi,North,Technology,Phone,Smartphone,6682.06,8,0.1,467.74,Debit Card,March,2023,Tuesday,6.999937145131891
ORD102918,2023-09-21,2023-09-24,CUST0380,Neha Singh,Corporate,Chennai,Tamil Nadu,South,Technology,Phone,Smartphone,4827.16,4,0.15,217.22,Net Banking,September,2023,Thursday,4.499954424547767
ORD102919,2024-06-26,2024-06-28,CUST0340,Diya Singh,Home Office,Guwahati,Assam,East,Furniture,Table,Study Table,2556.33,3,0.05,242.85,Credit Card,June,2024,Wednesday,9.499947189916796
ORD102920,2024-01-18,2024-01-19,CUST0184,Meera Joshi,Home Office,Delhi,Delhi,North,Furniture,Bookcase,Wooden Bookcase,1222.31,5,0.0,146.68,Cash,January,2024,Thursday,12.00022907445738
ORD102921,2024-08-04,2024-08-09,CUST0306,Nisha Joshi,Consumer,Delhi,Delhi,North,Furniture,Bookcase,Wooden Bookcase,6648.33,4,0.2,132.97,Credit Card,August,2024,Sunday,2.000051140662392
ORD102922,2023-07-05,2023-07-06,CUST0447,Nisha Gupta,Home Office,Guwahati,Assam,East,Office Supplies,Paper,A4 Paper Pack,8464.84,9,0.0,1015.78,Net Banking,July,2023,Wednesday,11.999990549142098
ORD102923,2023-09-09,2023-09-11,CUST0280,Vivaan Joshi,Corporate,Chennai,Tamil Nadu,South,Furniture,Table,Study Table,4178.61,5,0.1,292.5,Net Banking,September,2023,Saturday,6.999935385211829
ORD102924,2023-09-27,2023-10-01,CUST0020,Rahul Mehta,Corporate,Bhubaneswar,Odisha,East,Furniture,Table,Study Table,3942.72,5,0.15,177.42,UPI,September,2023,Wednesday,4.499939128317506
ORD102925,2023-11-05,2023-11-06,CUST0149,Karan Joshi,Corporate,Ahmedabad,Gujarat,West,Office Supplies,Storage,Plastic Storage Box,4190.46,4,0.05,398.09,Cash,November,2023,Sunday,9.499911704204312
ORD102926,2023-12-17,2023-12-19,CUST0498,Meera Joshi,Consumer,Jaipur,Rajasthan,North,Office Supplies,Paper,A4 Paper Pack,7608.55,7,0.15,342.38,Debit Card,December,2023,Sunday,4.499937570233487
ORD102927,2023-11-28,2023-12-02,CUST0109,Rahul Shah,Consumer,Jaipur,Rajasthan,North,Office Supplies,Pen,Gel Pen Box,4592.11,4,0.1,321.45,UPI,November,2023,Tuesday,7.000050085908222
ORD102928,2024-10-09,2024-10-15,CUST0461,Rohan Nair,Corporate,Lucknow,Uttar Pradesh,North,Technology,Accessories,Wireless Mouse,1332.54,2,0.05,126.59,Cash,October,2024,Wednesday,9.499902441952962
ORD102929,2023-12-19,2023-12-25,CUST0406,Karan Shah,Home Office,Bengaluru,Karnataka,South,Office Supplies,Pen,Gel Pen Box,392.71,1,0.3,-11.78,Net Banking,December,2023,Tuesday,-2.9996689669221563
ORD102930,2023-06-19,2023-06-22,CUST0424,Arjun Joshi,Consumer,Hyderabad,Telangana,South,Technology,Accessories,Wireless Mouse,6890.93,1,0.05,654.64,Credit Card,June,2023,Monday,9.500023944518373
ORD102931,2024-10-25,2024-10-29,CUST0153,Meera Verma,Consumer,Delhi,Delhi,North,Furniture,Chair,Office Chair,5763.09,1,0.3,-172.89,Debit Card,October,2024,Friday,-2.9999531501330012
ORD102932,2023-01-06,2023-01-12,CUST0347,Kabir Shah,Consumer,Bengaluru,Karnataka,South,Furniture,Chair,Office Chair,1247.65,3,0.3,-37.43,Credit Card,January,2023,Friday,-3.000040075341642
ORD102933,2024-09-01,2024-09-02,CUST0371,Neha Nair,Home Office,Kolkata,West Bengal,East,Office Supplies,Paper,A4 Paper Pack,8424.63,5,0.2,168.49,UPI,September,2024,Sunday,1.999969138110517
ORD102934,2023-08-16,2023-08-18,CUST0125,Nisha Gupta,Home Office,Lucknow,Uttar Pradesh,North,Furniture,Bookcase,Wooden Bookcase,2430.89,8,0.0,291.71,Cash,August,2023,Wednesday,12.000131639029327
ORD102935,2024-01-04,2024-01-09,CUST0060,Rohan Kumar,Home Office,Jaipur,Rajasthan,North,Furniture,Bookcase,Wooden Bookcase,2390.89,8,0.0,286.91,UPI,January,2024,Thursday,12.00013384137288
ORD102936,2023-03-08,2023-03-11,CUST0233,Arjun Kumar,Corporate,Lucknow,Uttar Pradesh,North,Technology,Phone,Smartphone,9986.33,5,0.2,199.73,UPI,March,2023,Wednesday,2.0000340465416224
ORD102937,2023-06-16,2023-06-21,CUST0235,Arjun Joshi,Consumer,Kolkata,West Bengal,East,Office Supplies,Binder,Ring Binder,6556.87,4,0.05,622.9,Debit Card,June,2023,Friday,9.499959584374862
ORD102938,2023-04-28,2023-05-01,CUST0486,Arjun Verma,Home Office,Bhubaneswar,Odisha,East,Office Supplies,Paper,A4 Paper Pack,4149.93,5,0.0,497.99,Net Banking,April,2023,Friday,11.99996144513281
ORD102939,2024-07-30,2024-07-31,CUST0265,Anaya Verma,Corporate,Delhi,Delhi,North,Technology,Accessories,Wireless Mouse,7730.86,1,0.15,347.89,Net Banking,July,2024,Tuesday,4.50001681572296
ORD102940,2023-06-29,2023-07-05,CUST0088,Arjun Shah,Corporate,Mumbai,Maharashtra,West,Technology,Phone,Smartphone,8787.72,3,0.1,615.14,Cash,June,2023,Thursday,6.999995448193616
ORD102941,2023-08-18,2023-08-19,CUST0472,Karan Joshi,Home Office,Guwahati,Assam,East,Technology,Phone,Smartphone,5030.95,10,0.2,100.62,Net Banking,August,2023,Friday,2.0000198769616078
ORD102942,2024-01-01,2024-01-07,CUST0322,Nisha Gupta,Home Office,Hyderabad,Telangana,South,Furniture,Bookcase,Wooden Bookcase,1603.4,6,0.1,112.24,Net Banking,January,2024,Monday,7.000124734938256
ORD102943,2024-06-17,2024-06-21,CUST0299,Rohan Singh,Consumer,Hyderabad,Telangana,South,Technology,Laptop,Business Laptop,9924.39,9,0.0,1190.93,UPI,June,2024,Monday,12.000032243795337
ORD102944,2023-03-15,2023-03-19,CUST0145,Ishita Verma,Home Office,Bhubaneswar,Odisha,East,Technology,Accessories,Wireless Mouse,7164.03,7,0.3,-214.92,Credit Card,March,2023,Wednesday,-2.9999874372385373
ORD102945,2024-02-05,2024-02-07,CUST0362,Anaya Shah,Consumer,Hyderabad,Telangana,South,Technology,Laptop,Business Laptop,3287.89,4,0.05,312.35,UPI,February,2024,Monday,9.500013686589273
ORD102946,2023-12-10,2023-12-16,CUST0131,Kabir Patel,Home Office,Jaipur,Rajasthan,North,Furniture,Chair,Office Chair,5245.76,5,0.05,498.35,Debit Card,December,2023,Sunday,9.500053376441164
ORD102947,2024-09-12,2024-09-14,CUST0087,Sneha Nair,Corporate,Chennai,Tamil Nadu,South,Technology,Accessories,Wireless Mouse,9805.63,8,0.1,686.39,Net Banking,September,2024,Thursday,6.999958187286285
ORD102948,2024-04-13,2024-04-14,CUST0378,Yash Desai,Consumer,Kolkata,West Bengal,East,Technology,Accessories,Keyboard,9631.89,1,0.0,1155.83,Debit Card,April,2024,Saturday,12.000033222970776
ORD102949,2024-10-18,2024-10-21,CUST0462,Kabir Kumar,Home Office,Bengaluru,Karnataka,South,Furniture,Table,Study Table,2725.77,8,0.1,190.8,Debit Card,October,2024,Friday,6.999856921163563
ORD102950,2024-01-09,2024-01-15,CUST0132,Nisha Patel,Consumer,Bhubaneswar,Odisha,East,Furniture,Table,Study Table,2214.9,2,0.3,-66.45,Cash,January,2024,Tuesday,-3.000135446295544
ORD102951,2024-09-27,2024-10-03,CUST0192,Neha Patel,Corporate,Mumbai,Maharashtra,West,Technology,Laptop,Business Laptop,8835.07,10,0.15,397.58,Cash,September,2024,Friday,4.500020939279485
ORD102952,2024-11-04,2024-11-05,CUST0242,Rohan Mehta,Consumer,Delhi,Delhi,North,Furniture,Bookcase,Wooden Bookcase,6603.13,5,0.0,792.38,UPI,November,2024,Monday,12.000066635065492
ORD102953,2024-12-20,2024-12-21,CUST0347,Rahul Patel,Home Office,Chennai,Tamil Nadu,South,Furniture,Table,Study Table,8167.63,10,0.1,571.73,Net Banking,December,2024,Friday,6.999949801839701
ORD102954,2023-03-25,2023-03-30,CUST0491,Nisha Gupta,Consumer,Ahmedabad,Gujarat,West,Technology,Phone,Smartphone,7672.51,1,0.1,537.08,Cash,March,2023,Saturday,7.000056044241064
ORD102955,2023-12-15,2023-12-21,CUST0032,Kabir Singh,Corporate,Guwahati,Assam,East,Technology,Phone,Smartphone,7217.54,1,0.05,685.67,Net Banking,December,2023,Friday,9.500051264004078
ORD102956,2024-07-02,2024-07-03,CUST0462,Nisha Gupta,Corporate,Guwahati,Assam,East,Furniture,Chair,Office Chair,2033.31,8,0.1,142.33,UPI,July,2024,Tuesday,6.999916392483193
ORD102957,2023-03-25,2023-03-27,CUST0359,Vivaan Desai,Home Office,Jaipur,Rajasthan,North,Office Supplies,Pen,Gel Pen Box,6824.9,4,0.2,136.5,Credit Card,March,2023,Saturday,2.0000293044586734
ORD102958,2024-10-18,2024-10-19,CUST0306,Arjun Mehta,Home Office,Bhubaneswar,Odisha,East,Furniture,Chair,Office Chair,3005.41,5,0.0,360.65,Net Banking,October,2024,Friday,12.000026618664341
ORD102959,2024-04-11,2024-04-14,CUST0302,Neha Joshi,Home Office,Jaipur,Rajasthan,North,Office Supplies,Paper,A4 Paper Pack,1440.19,8,0.15,64.81,Cash,April,2024,Thursday,4.5001006811601245
ORD102960,2024-06-15,2024-06-21,CUST0148,Rahul Kumar,Consumer,Pune,Maharashtra,West,Office Supplies,Binder,Ring Binder,3614.26,7,0.0,433.71,Net Banking,June,2024,Saturday,11.999966798182752
ORD102961,2023-02-17,2023-02-18,CUST0257,Diya Verma,Home Office,Kolkata,West Bengal,East,Technology,Phone,Smartphone,7958.91,2,0.0,955.07,Debit Card,February,2023,Friday,12.000010051627672
ORD102962,2024-09-11,2024-09-17,CUST0023,Nisha Gupta,Corporate,Chennai,Tamil Nadu,South,Technology,Accessories,Wireless Mouse,7817.75,5,0.15,351.8,Net Banking,September,2024,Wednesday,4.50001598925522
ORD102963,2024-03-25,2024-03-27,CUST0138,Rohan Gupta,Consumer,Kolkata,West Bengal,East,Technology,Phone,Smartphone,9326.64,6,0.05,886.03,Net Banking,March,2024,Monday,9.499991422420079
ORD102964,2023-11-15,2023-11-20,CUST0027,Sneha Verma,Corporate,Ahmedabad,Gujarat,West,Furniture,Chair,Office Chair,8930.92,2,0.1,625.16,Net Banking,November,2023,Wednesday,6.999950732959202
ORD102965,2024-02-18,2024-02-21,CUST0419,Anaya Desai,Corporate,Hyderabad,Telangana,South,Technology,Accessories,Keyboard,5955.63,6,0.1,416.89,Debit Card,February,2024,Sunday,6.999931157576948
ORD102966,2023-09-29,2023-10-01,CUST0158,Rohan Singh,Consumer,Lucknow,Uttar Pradesh,North,Office Supplies,Pen,Gel Pen Box,1203.33,10,0.3,-36.1,Net Banking,September,2023,Friday,-3.0000083102723276
ORD102967,2023-09-20,2023-09-25,CUST0180,Sneha Patel,Home Office,Ahmedabad,Gujarat,West,Office Supplies,Storage,Plastic Storage Box,2048.41,1,0.15,92.18,Credit Card,September,2023,Wednesday,4.500075668445282
ORD102968,2024-01-21,2024-01-24,CUST0153,Sneha Gupta,Corporate,Bhubaneswar,Odisha,East,Furniture,Chair,Office Chair,1937.33,1,0.15,87.18,Cash,January,2024,Sunday,4.500007742614836
ORD102969,2023-12-11,2023-12-17,CUST0079,Nisha Mehta,Corporate,Kolkata,West Bengal,East,Office Supplies,Storage,Plastic Storage Box,8870.56,8,0.15,399.18,Cash,December,2023,Monday,4.500054111578074
ORD102970,2023-05-16,2023-05-21,CUST0279,Arjun Nair,Corporate,Guwahati,Assam,East,Technology,Accessories,Wireless Mouse,5148.12,3,0.15,231.67,Credit Card,May,2023,Tuesday,4.500089353006534
ORD102971,2023-06-22,2023-06-27,CUST0065,Anaya Mehta,Home Office,Bhubaneswar,Odisha,East,Furniture,Table,Study Table,8589.76,4,0.0,1030.77,Cash,June,2023,Thursday,11.999986029877435
ORD102972,2023-05-03,2023-05-04,CUST0150,Neha Kumar,Corporate,Delhi,Delhi,North,Office Supplies,Pen,Gel Pen Box,5455.0,6,0.3,-163.65,Net Banking,May,2023,Wednesday,-3.0000000000000004
ORD102973,2023-04-25,2023-04-27,CUST0484,Neha Nair,Home Office,Delhi,Delhi,North,Technology,Accessories,Wireless Mouse,2059.73,6,0.2,41.19,Debit Card,April,2023,Tuesday,1.9997766697576864
ORD102974,2023-03-31,2023-04-02,CUST0364,Rohan Mehta,Corporate,Hyderabad,Telangana,South,Furniture,Bookcase,Wooden Bookcase,1578.87,2,0.1,110.52,Debit Card,March,2023,Friday,6.999942997206864
ORD102975,2024-08-22,2024-08-23,CUST0483,Meera Nair,Home Office,Jaipur,Rajasthan,North,Office Supplies,Binder,Ring Binder,1587.68,4,0.1,111.14,Debit Card,August,2024,Thursday,7.000151163962511
ORD102976,2023-09-24,2023-09-28,CUST0145,Rohan Verma,Consumer,Chennai,Tamil Nadu,South,Office Supplies,Binder,Ring Binder,306.03,6,0.15,13.77,Cash,September,2023,Sunday,4.499558866777767
ORD102977,2024-01-14,2024-01-17,CUST0365,Kabir Kumar,Consumer,Hyderabad,Telangana,South,Technology,Accessories,Keyboard,8563.28,7,0.1,599.43,Net Banking,January,2024,Sunday,7.000004671107332
ORD102978,2024-11-22,2024-11-23,CUST0454,Priya Singh,Corporate,Bengaluru,Karnataka,South,Furniture,Chair,Office Chair,8904.87,10,0.15,400.72,Cash,November,2024,Friday,4.500009545338674
ORD102979,2024-11-13,2024-11-17,CUST0290,Priya Nair,Corporate,Guwahati,Assam,East,Furniture,Bookcase,Wooden Bookcase,3402.37,1,0.0,408.28,Debit Card,November,2024,Wednesday,11.99987067838007
ORD102980,2023-07-16,2023-07-17,CUST0231,Ishita Joshi,Consumer,Hyderabad,Telangana,South,Technology,Laptop,Business Laptop,4414.56,6,0.15,198.66,UPI,July,2023,Sunday,4.500108731107969
ORD102981,2024-05-08,2024-05-11,CUST0413,Priya Joshi,Consumer,Kolkata,West Bengal,East,Technology,Laptop,Business Laptop,6462.46,1,0.15,290.81,Net Banking,May,2024,Wednesday,4.499989168211486
ORD102982,2024-01-25,2024-01-31,CUST0418,Rohan Mehta,Corporate,Lucknow,Uttar Pradesh,North,Office Supplies,Storage,Plastic Storage Box,8539.53,6,0.3,-256.19,Debit Card,January,2024,Thursday,-3.000048012010028
ORD102983,2024-08-07,2024-08-11,CUST0058,Aarav Gupta,Corporate,Pune,Maharashtra,West,Technology,Laptop,Business Laptop,2166.57,3,0.1,151.66,Cash,August,2024,Wednesday,7.000004615590541
ORD102984,2024-07-11,2024-07-16,CUST0468,Karan Gupta,Corporate,Bhubaneswar,Odisha,East,Office Supplies,Paper,A4 Paper Pack,987.64,5,0.0,118.52,UPI,July,2024,Thursday,12.000324004698069
ORD102985,2023-01-15,2023-01-21,CUST0062,Karan Kumar,Home Office,Kolkata,West Bengal,East,Technology,Accessories,Keyboard,8903.47,8,0.05,845.83,Debit Card,January,2023,Sunday,9.500003931051602
ORD102986,2024-03-29,2024-04-04,CUST0337,Nisha Desai,Corporate,Mumbai,Maharashtra,West,Furniture,Chair,Office Chair,2416.35,5,0.3,-72.49,Credit Card,March,2024,Friday,-2.999979307633414
ORD102987,2024-05-23,2024-05-26,CUST0321,Arjun Nair,Corporate,Lucknow,Uttar Pradesh,North,Technology,Accessories,Wireless Mouse,1144.63,4,0.0,137.36,Credit Card,May,2024,Thursday,12.00038440369377
ORD102988,2024-05-31,2024-06-03,CUST0198,Neha Joshi,Corporate,Ahmedabad,Gujarat,West,Technology,Laptop,Business Laptop,4464.42,10,0.05,424.12,Credit Card,May,2024,Friday,9.500002239932623
ORD102989,2023-11-22,2023-11-26,CUST0485,Yash Joshi,Home Office,Jaipur,Rajasthan,North,Office Supplies,Pen,Gel Pen Box,4441.82,10,0.2,88.84,Debit Card,November,2023,Wednesday,2.0000810478587607
ORD102990,2024-11-11,2024-11-13,CUST0355,Kabir Verma,Corporate,Hyderabad,Telangana,South,Technology,Accessories,Wireless Mouse,1501.97,1,0.1,105.14,Net Banking,November,2024,Monday,7.000139816374494
ORD102991,2024-06-20,2024-06-25,CUST0272,Karan Gupta,Corporate,Jaipur,Rajasthan,North,Technology,Accessories,Keyboard,8688.72,6,0.15,390.99,Credit Card,June,2024,Thursday,4.499972377979726
ORD102992,2023-07-17,2023-07-18,CUST0288,Priya Gupta,Consumer,Mumbai,Maharashtra,West,Office Supplies,Binder,Ring Binder,5935.64,4,0.15,267.1,Cash,July,2023,Monday,4.499935979944875
ORD102993,2024-04-20,2024-04-25,CUST0292,Aarav Desai,Consumer,Guwahati,Assam,East,Furniture,Chair,Office Chair,4180.1,6,0.0,501.61,Credit Card,April,2024,Saturday,11.999952154254682
ORD102994,2024-12-23,2024-12-25,CUST0138,Priya Desai,Consumer,Jaipur,Rajasthan,North,Technology,Laptop,Business Laptop,2138.49,9,0.0,256.62,Credit Card,December,2024,Monday,12.00005611436107
ORD102995,2024-03-03,2024-03-04,CUST0338,Yash Shah,Consumer,Bengaluru,Karnataka,South,Furniture,Chair,Office Chair,4813.05,4,0.3,-144.39,Debit Card,March,2024,Sunday,-2.9999688347305757
ORD102996,2024-07-09,2024-07-12,CUST0315,Arjun Shah,Consumer,Delhi,Delhi,North,Technology,Phone,Smartphone,5347.76,1,0.2,106.96,Debit Card,July,2024,Tuesday,2.0000897572067555
ORD102997,2024-05-22,2024-05-28,CUST0132,Priya Patel,Home Office,Jaipur,Rajasthan,North,Furniture,Bookcase,Wooden Bookcase,4221.37,8,0.1,295.5,UPI,May,2024,Wednesday,7.000097124867046
ORD102998,2023-06-20,2023-06-25,CUST0236,Neha Nair,Consumer,Kolkata,West Bengal,East,Technology,Laptop,Business Laptop,4873.03,5,0.15,219.29,Debit Card,June,2023,Tuesday,4.5000749020629875
ORD102999,2024-08-27,2024-09-02,CUST0296,Nisha Kumar,Home Office,Pune,Maharashtra,West,Furniture,Bookcase,Wooden Bookcase,6061.18,1,0.2,121.22,UPI,August,2024,Tuesday,1.9999406056246474
ORD103000,2024-07-29,2024-08-02,CUST0182,Kabir Shah,Home Office,Bengaluru,Karnataka,South,Technology,Phone,Smartphone,5171.32,10,0.15,232.71,Debit Card,July,2024,Monday,4.500011602453532
ORD103001,2024-05-31,2024-06-05,CUST0042,Priya Singh,Corporate,Jaipur,Rajasthan,North,Furniture,Table,Study Table,2259.51,6,0.05,214.65,Credit Card,May,2024,Friday,9.499847312027828
ORD103002,2024-12-22,2024-12-25,CUST0081,Diya Patel,Corporate,Lucknow,Uttar Pradesh,North,Furniture,Table,Study Table,2089.78,10,0.15,94.04,Cash,December,2024,Sunday,4.4999952148073
ORD103003,2023-07-16,2023-07-22,CUST0359,Sneha Desai,Corporate,Bhubaneswar,Odisha,East,Office Supplies,Pen,Gel Pen Box,5550.6,5,0.2,111.01,Credit Card,July,2023,Sunday,1.9999639678593306
ORD103004,2024-03-24,2024-03-29,CUST0074,Kabir Kumar,Home Office,Hyderabad,Telangana,South,Office Supplies,Binder,Ring Binder,9996.99,2,0.15,449.86,Cash,March,2024,Sunday,4.499954486300377
ORD103005,2024-11-25,2024-11-30,CUST0345,Aarav Patel,Consumer,Mumbai,Maharashtra,West,Furniture,Table,Study Table,372.03,8,0.0,44.64,Credit Card,November,2024,Monday,11.999032336101928
ORD103006,2024-05-02,2024-05-06,CUST0291,Rohan Desai,Home Office,Bengaluru,Karnataka,South,Office Supplies,Storage,Plastic Storage Box,5311.28,4,0.05,504.57,Cash,May,2024,Thursday,9.499969875434925
ORD103007,2024-06-04,2024-06-06,CUST0080,Yash Gupta,Consumer,Ahmedabad,Gujarat,West,Office Supplies,Paper,A4 Paper Pack,7904.73,8,0.15,355.71,Debit Card,June,2024,Tuesday,4.499963945637612
ORD103008,2023-03-27,2023-03-29,CUST0367,Vivaan Patel,Corporate,Delhi,Delhi,North,Furniture,Table,Study Table,5818.05,9,0.05,552.71,Net Banking,March,2023,Monday,9.499918357525287
ORD103009,2023-04-23,2023-04-27,CUST0407,Kabir Kumar,Home Office,Jaipur,Rajasthan,North,Technology,Accessories,Wireless Mouse,4411.83,2,0.2,88.24,Net Banking,April,2023,Sunday,2.0000770655260967
ORD103010,2024-10-15,2024-10-16,CUST0435,Yash Shah,Consumer,Bengaluru,Karnataka,South,Technology,Accessories,Wireless Mouse,6002.04,4,0.15,270.09,Cash,October,2024,Tuesday,4.499970010196533
ORD103011,2024-09-18,2024-09-20,CUST0217,Diya Mehta,Home Office,Mumbai,Maharashtra,West,Technology,Phone,Smartphone,5680.18,9,0.05,539.62,UPI,September,2024,Wednesday,9.500051054720096
ORD103012,2024-11-04,2024-11-08,CUST0279,Neha Joshi,Corporate,Guwahati,Assam,East,Technology,Laptop,Business Laptop,8319.24,7,0.3,-249.58,UPI,November,2024,Monday,-3.0000336569205843
ORD103013,2024-06-25,2024-06-28,CUST0031,Karan Patel,Consumer,Kolkata,West Bengal,East,Furniture,Bookcase,Wooden Bookcase,9776.96,3,0.1,684.39,Net Banking,June,2024,Tuesday,7.000028638758879
ORD103014,2023-06-19,2023-06-22,CUST0444,Vivaan Joshi,Consumer,Kolkata,West Bengal,East,Furniture,Bookcase,Wooden Bookcase,6350.95,3,0.2,127.02,Net Banking,June,2023,Monday,2.0000157456758436
ORD103015,2023-03-02,2023-03-08,CUST0221,Yash Desai,Home Office,Mumbai,Maharashtra,West,Technology,Laptop,Business Laptop,2057.79,5,0.05,195.49,UPI,March,2023,Thursday,9.499997570208816
ORD103016,2023-04-25,2023-04-27,CUST0350,Sneha Gupta,Home Office,Bhubaneswar,Odisha,East,Office Supplies,Pen,Gel Pen Box,2277.59,2,0.0,273.31,Debit Card,April,2023,Tuesday,11.999964875153122
ORD103017,2024-09-14,2024-09-17,CUST0145,Vivaan Joshi,Consumer,Pune,Maharashtra,West,Technology,Phone,Smartphone,1211.04,9,0.2,24.22,Debit Card,September,2024,Saturday,1.9999339410754393
ORD103018,2023-04-11,2023-04-16,CUST0226,Meera Nair,Corporate,Mumbai,Maharashtra,West,Furniture,Table,Study Table,599.23,10,0.3,-17.98,Debit Card,April,2023,Tuesday,-3.0005173305742368
ORD103019,2023-02-03,2023-02-08,CUST0240,Diya Patel,Corporate,Kolkata,West Bengal,East,Office Supplies,Pen,Gel Pen Box,6273.76,1,0.0,752.85,Credit Card,February,2023,Friday,11.99998087271429
ORD103020,2023-04-20,2023-04-26,CUST0076,Aarav Mehta,Consumer,Guwahati,Assam,East,Technology,Phone,Smartphone,1949.04,2,0.2,38.98,Credit Card,April,2023,Thursday,1.9999589541517875
ORD103021,2023-01-04,2023-01-08,CUST0128,Kabir Mehta,Home Office,Jaipur,Rajasthan,North,Furniture,Chair,Office Chair,8913.47,10,0.0,1069.62,Credit Card,January,2023,Wednesday,12.000040388311174
ORD103022,2024-07-01,2024-07-05,CUST0115,Ishita Gupta,Consumer,Bengaluru,Karnataka,South,Office Supplies,Pen,Gel Pen Box,1822.65,1,0.3,-54.68,Credit Card,July,2024,Monday,-3.0000274325844236
ORD103023,2024-05-24,2024-05-27,CUST0469,Meera Patel,Corporate,Mumbai,Maharashtra,West,Office Supplies,Binder,Ring Binder,5050.88,10,0.2,101.02,UPI,May,2024,Friday,2.0000475164723768
ORD103024,2024-07-07,2024-07-12,CUST0309,Nisha Joshi,Corporate,Delhi,Delhi,North,Office Supplies,Pen,Gel Pen Box,3147.31,4,0.15,141.63,Net Banking,July,2024,Sunday,4.500033361823271
ORD103025,2024-04-13,2024-04-19,CUST0064,Rahul Joshi,Consumer,Lucknow,Uttar Pradesh,North,Furniture,Bookcase,Wooden Bookcase,5899.32,10,0.05,560.44,UPI,April,2024,Saturday,9.500077975088656
ORD103026,2024-06-14,2024-06-19,CUST0239,Neha Mehta,Consumer,Ahmedabad,Gujarat,West,Office Supplies,Pen,Gel Pen Box,4964.48,3,0.15,223.4,Debit Card,June,2024,Friday,4.499967771045508
ORD103027,2024-04-12,2024-04-16,CUST0430,Diya Nair,Home Office,Mumbai,Maharashtra,West,Furniture,Table,Study Table,7478.55,3,0.3,-224.36,Cash,April,2024,Friday,-3.000046800516143
